round,year,home,away,home_elo_2009,away_elo_2009,home_injuries_top5,home_injuries_top10,away_injuries_top5,away_injuries_top10,home_odds_open,home_odds_win_prob_close,home_season,standing_away,standing_home,thurs_fri,sat,sun,evening,margin,home_win,home_injuries_95th_to_90th,away_injuries_95th_to_90th,expected_margin
10,2015,Gold Coast,Sydney,1318.037368,1688.319761,0,1,0,0,25.5,0.024558338,Gold Coast_2015,2,18,0,1,0,0,-52,0,1,0,-60.5
10,2015,Carlton,Adelaide,1487.05705,1537.96616,0,0,0,0,4.84,0.297655904,Carlton_2015,7,17,0,1,0,0,-9,0,0,0,-22.5
10,2015,Fremantle,Richmond,1597.930728,1469.105714,0,0,0,0,1.23,0.786363636,Fremantle_2015,8,1,1,0,0,1,-27,0,0,0,24.5
9,2015,West Coast,Geelong,1538.904189,1731.149516,0,0,0,0,1.39,0.654761905,West Coast_2015,12,2,0,0,1,0,56,1,0,0,15.5
9,2015,Collingwood,North Melbourne,1656.961687,1543.100932,0,0,0,0,2.16,0.543035994,Collingwood_2015,13,4,0,0,1,0,17,1,0,0,2.5
9,2015,Brisbane Lions,St Kilda,1350.634592,1462.794808,0,0,0,0,1.56,0.601830433,Brisbane Lions_2015,14,16,0,0,1,0,-22,0,0,0,7.5
9,2015,Adelaide,Fremantle,1540.669043,1595.227844,0,0,0,0,3.58,0.259561505,Adelaide_2015,1,7,0,1,0,1,-11,0,0,0,-23.5
9,2015,Richmond,Essendon,1466.227076,1488.035938,0,0,0,0,1.77,0.528724377,Richmond_2015,10,8,0,1,0,1,13,1,0,0,3.5
9,2015,Western Bulldogs,GWS Giants,1409.412527,1305.139467,0,0,0,0,2.43,0.340485868,Western Bulldogs_2015,5,9,0,1,0,0,45,1,0,0,-14.5
9,2015,Melbourne,Port Adelaide,1236.709203,1428.000815,0,0,0,0,3.39,0.336987337,Melbourne_2015,11,15,0,1,0,0,-61,0,0,0,-14.5
9,2015,Hawthorn,Gold Coast,1751.409658,1320.245893,0,0,0,1,1.01,0.975441662,Hawthorn_2015,17,6,0,1,0,0,53,1,0,1,67.5
9,2015,Sydney,Carlton,1684.128863,1491.247948,0,0,0,1,1.01,0.975441662,Sydney_2015,18,3,1,0,0,1,60,1,0,1,72.5
8,2015,Port Adelaide,Richmond,1432.700779,1461.527112,0,0,0,0,1.27,0.69587977,Port Adelaide_2015,8,13,0,0,1,0,-33,0,0,0,20.5
8,2015,Melbourne,Western Bulldogs,1230.560503,1415.561228,0,0,0,0,3.16,0.292263454,Melbourne_2015,11,14,0,0,1,0,39,1,0,0,-17.5
8,2015,Essendon,Brisbane Lions,1483.155001,1355.515529,0,0,0,0,1.24,0.806101626,Essendon_2015,16,9,0,0,1,0,58,1,0,0,31.5
8,2015,Fremantle,North Melbourne,1588.842247,1549.48653,0,0,0,0,1.21,0.808416187,Fremantle_2015,12,1,0,1,0,0,73,1,0,0,31.5
8,2015,Hawthorn,Sydney,1753.491866,1682.046655,0,0,0,0,1.56,0.658265505,Hawthorn_2015,3,7,0,1,0,1,-4,0,0,0,14.5
8,2015,Gold Coast,Collingwood,1323.168046,1654.039534,0,0,0,0,3.16,0.230147947,Gold Coast_2015,5,17,0,1,0,0,-69,0,0,0,-26.5
8,2015,GWS Giants,Adelaide,1300.037074,1545.771436,0,0,0,0,1.56,0.628941939,GWS Giants_2015,6,4,0,1,0,0,24,1,0,0,14.5
8,2015,St Kilda,West Coast,1468.119408,1533.579589,0,0,0,0,4.68,0.163076742,St Kilda_2015,2,15,0,1,0,0,-53,0,0,0,-35.5
8,2015,Geelong,Carlton,1727.164275,1495.233188,0,0,0,0,1.22,0.794765937,Geelong_2015,18,10,1,0,0,1,77,1,0,0,28.5
7,2015,Brisbane Lions,Port Adelaide,1350.010439,1438.205869,0,0,0,0,4.87,0.200105743,Brisbane Lions_2015,12,16,0,0,1,0,37,1,0,0,-30.5
7,2015,Richmond,Collingwood,1459.301315,1656.265331,0,0,0,0,2.11,0.47771836,Richmond_2015,7,10,0,0,1,0,5,1,0,0,-2.5
7,2015,Western Bulldogs,Fremantle,1418.004322,1586.399152,0,0,0,0,4.33,0.211111111,Western Bulldogs_2015,1,8,0,0,1,0,-13,0,0,0,-24.5
7,2015,West Coast,Gold Coast,1529.095993,1327.651642,0,0,0,0,1.14,0.889697109,West Coast_2015,17,2,0,1,0,0,92,1,0,0,39.5
7,2015,Sydney,Geelong,1676.30005,1732.91088,0,0,0,0,1.29,0.814797944,Sydney_2015,13,3,0,1,0,1,43,1,0,0,31.5
7,2015,Carlton,GWS Giants,1505.472635,1289.797628,0,0,0,0,2.85,0.354202815,Carlton_2015,5,18,0,1,0,0,-78,0,0,0,-13.5
7,2015,Hawthorn,Melbourne,1752.253796,1231.798573,0,0,0,0,1.13,0.918509232,Hawthorn_2015,15,6,0,1,0,0,105,1,0,0,46.5
7,2015,Adelaide,St Kilda,1540.7345,1473.156344,0,1,0,0,1.18,0.799894257,Adelaide_2015,14,4,0,1,0,0,46,1,1,0,30.5
7,2015,Essendon,North Melbourne,1485.843189,1546.798342,0,0,0,0,2.65,0.298136646,Essendon_2015,9,11,1,0,0,1,-11,0,0,0,-16.5
6,2015,Port Adelaide,West Coast,1440.837452,1526.464411,0,0,0,0,1.19,0.822891803,Port Adelaide_2015,2,10,0,0,1,0,-10,0,0,0,32.5
6,2015,Carlton,Brisbane Lions,1508.671616,1346.811457,0,0,0,0,1.28,0.780668258,Carlton_2015,18,17,0,0,1,0,-9,0,0,0,25.5
6,2015,Fremantle,Essendon,1582.457972,1489.784369,0,0,0,0,1.27,0.768700787,Fremantle_2015,11,1,0,1,0,1,28,1,0,0,24.5
6,2015,Melbourne,Sydney,1233.995648,1674.102975,0,0,0,0,4.87,0.186002738,Melbourne_2015,4,15,0,1,0,1,-38,0,0,0,-30.5
6,2015,Gold Coast,Adelaide,1331.337503,1537.048638,0,0,0,0,6.18,0.142309658,Gold Coast_2015,5,16,0,1,0,0,-41,0,0,0,-38.5
6,2015,GWS Giants,Hawthorn,1285.936522,1756.114902,0,0,1,2,4.09,0.225423992,GWS Giants_2015,8,6,0,1,0,0,10,1,0,1,-27.5
6,2015,Western Bulldogs,St Kilda,1419.945312,1471.215354,0,1,0,0,1.29,0.757388566,Western Bulldogs_2015,14,7,0,1,0,0,-7,0,1,0,24.5
6,2015,North Melbourne,Richmond,1542.441349,1463.658308,0,0,0,0,1.48,0.657332423,North Melbourne_2015,13,9,0,1,0,0,35,1,0,0,13.5
6,2015,Collingwood,Geelong,1661.017619,1728.158592,0,0,0,0,1.71,0.565124934,Collingwood_2015,12,3,1,0,0,1,-41,0,0,0,5.5
5,2015,Adelaide,Port Adelaide,1541.530634,1436.355455,0,0,0,0,2.34,0.424222964,Adelaide_2015,10,7,0,0,1,0,-24,0,0,0,-7.5
5,2015,St Kilda,Essendon,1471.215354,1489.784369,0,0,0,0,5.45,0.158412866,St Kilda_2015,9,16,0,0,1,0,-2,0,0,0,-40.5
5,2015,Melbourne,Fremantle,1236.816767,1579.636853,0,0,0,0,4.74,0.142377885,Melbourne_2015,1,13,0,0,1,0,-68,0,0,0,-33.5
5,2015,West Coast,GWS Giants,1522.443651,1289.957281,0,0,0,0,1.58,0.562131097,West Coast_2015,8,5,0,1,0,0,87,1,0,0,5.5
5,2015,North Melbourne,Hawthorn,1546.504028,1752.052223,0,0,0,0,3.24,0.249554206,North Melbourne_2015,4,12,0,1,0,1,-60,0,0,0,-23.5
5,2015,Gold Coast,Brisbane Lions,1324.331224,1353.817736,0,0,0,0,1.78,0.430541264,Gold Coast_2015,18,15,0,1,0,0,64,1,0,0,-5.5
5,2015,Sydney,Western Bulldogs,1676.398687,1417.6496,0,0,0,0,1.19,0.842460784,Sydney_2015,3,6,0,1,0,0,-4,0,0,0,31.5
5,2015,Richmond,Geelong,1465.896795,1725.920105,0,0,0,0,2.08,0.579407772,Richmond_2015,14,11,0,1,0,0,-9,0,0,0,8.5
5,2015,Carlton,Collingwood,1513.68474,1656.004495,0,0,0,0,2.51,0.345238095,Carlton_2015,2,17,1,0,0,1,-75,0,0,0,-11.5
4,2015,Western Bulldogs,Adelaide,1409.750715,1549.429519,0,0,0,0,4.12,0.255260379,Western Bulldogs_2015,5,6,0,0,1,0,57,1,0,0,-23.5
4,2015,Geelong,North Melbourne,1730.024787,1542.399346,0,0,0,0,2.46,0.420592228,Geelong_2015,10,16,0,0,1,0,-16,0,0,0,-6.5
4,2015,Brisbane Lions,West Coast,1358.20219,1518.059197,0,0,0,0,3.43,0.391870144,Brisbane Lions_2015,8,18,0,0,1,0,-53,0,0,0,-13.5
4,2015,Fremantle,Sydney,1576.572062,1679.463478,0,0,0,0,1.68,0.608946103,Fremantle_2015,4,1,0,1,0,1,14,1,0,0,10.5
4,2015,Port Adelaide,Hawthorn,1433.990679,1754.417,1,1,0,0,2.39,0.372537373,Port Adelaide_2015,7,13,0,1,0,1,8,1,0,0,-12.5
4,2015,GWS Giants,Gold Coast,1282.706861,1331.581644,0,0,0,0,1.41,0.711261439,GWS Giants_2015,17,2,0,1,0,0,66,1,0,0,20.5
4,2015,Essendon,Collingwood,1492.699176,1653.089688,0,0,0,0,1.39,0.642295541,Essendon_2015,3,11,0,1,0,0,-20,0,0,0,15.5
4,2015,St Kilda,Carlton,1476.245888,1508.654206,0,0,0,0,3.44,0.288283569,St Kilda_2015,14,15,0,1,0,0,-40,0,0,0,-18.5
4,2015,Richmond,Melbourne,1471.711869,1231.001694,0,0,0,0,1.27,0.738577212,Richmond_2015,12,9,1,0,0,1,-32,0,0,0,21.5
3,2015,West Coast,Fremantle,1522.243075,1572.388185,0,0,0,0,3.46,0.213122172,West Coast_2015,3,10,0,0,1,0,-30,0,0,0,-24.5
3,2015,Geelong,Gold Coast,1728.074826,1333.531605,0,0,1,1,1.15,0.813621547,Geelong_2015,16,15,0,0,1,0,9,1,0,0,32.5
3,2015,Hawthorn,Western Bulldogs,1751.568625,1412.59909,0,0,0,0,1.12,0.930881787,Hawthorn_2015,9,4,0,0,1,0,70,1,0,0,52.5
3,2015,Brisbane Lions,Richmond,1363.907671,1466.006388,0,0,0,0,2.8,0.341734495,Brisbane Lions_2015,5,18,0,1,0,1,-79,0,0,0,-13.5
3,2015,North Melbourne,Port Adelaide,1544.528878,1431.861147,0,0,0,0,2.22,0.494739749,North Melbourne_2015,13,11,0,1,0,1,-8,0,0,0,-2.5
3,2015,Sydney,GWS Giants,1677.155903,1285.014436,0,0,0,0,1.14,0.821064372,Sydney_2015,7,2,0,1,0,0,21,1,0,0,31.5
3,2015,Adelaide,Melbourne,1546.81241,1233.618803,0,0,0,0,1.11,0.911680912,Adelaide_2015,12,1,0,1,0,0,25,1,0,0,50.5
3,2015,Carlton,Essendon,1512.76552,1488.587862,0,0,0,0,4.77,0.249554206,Carlton_2015,8,17,0,1,0,0,-21,0,0,0,-22.5
3,2015,Collingwood,St Kilda,1648.392577,1480.943,0,0,0,0,1.4,0.701863354,Collingwood_2015,14,6,1,0,0,1,74,1,0,0,17.5
2,2015,North Melbourne,Brisbane Lions,1539.682529,1368.754019,0,0,0,1,1.21,0.857622115,North Melbourne_2015,17,10,0,0,1,0,82,1,0,1,36.5
2,2015,Essendon,Hawthorn,1488.587862,1751.568625,0,0,0,0,4.3,0.19920418,Essendon_2015,6,11,0,0,1,0,2,1,0,0,-28.5
2,2015,Geelong,Fremantle,1734.698509,1565.764502,0,0,0,0,1.8,0.398169567,Geelong_2015,4,18,0,0,1,0,-44,0,0,0,-8.5
2,2015,Port Adelaide,Sydney,1435.428169,1673.588881,0,0,0,0,1.74,0.6367054,Port Adelaide_2015,2,15,0,1,0,1,-48,0,0,0,4.5
2,2015,Gold Coast,St Kilda,1337.206101,1477.268505,0,0,1,1,1.19,0.814797944,Gold Coast_2015,8,14,0,1,0,1,-28,0,0,0,31.5
2,2015,Collingwood,Adelaide,1652.899143,1542.305843,0,1,0,0,2.71,0.303118778,Collingwood_2015,1,12,0,1,0,0,-27,0,1,0,-19.5
2,2015,GWS Giants,Melbourne,1279.733114,1238.900125,0,0,0,0,1.43,0.677603506,GWS Giants_2015,13,3,0,1,0,0,45,1,0,0,18
2,2015,Richmond,Western Bulldogs,1469.680073,1408.925406,1,1,0,0,1.4,0.717470878,Richmond_2015,5,9,0,1,0,0,-19,0,0,0,19.5
2,2015,West Coast,Carlton,1515.252658,1519.755936,0,0,0,0,1.48,0.6339014,West Coast_2015,16,7,1,0,0,1,69,1,0,0,10.5
23,2016,Fremantle,Western Bulldogs,1511.991565,1477.940019,0,0,0,0,3.43,0.311639973,Fremantle_2016,7,16,0,0,1,0,20,1,0,0,-12.5
23,2016,Hawthorn,Collingwood,1789.775685,1604.27631,0,0,0,0,1.22,0.744739621,Hawthorn_2016,12,3,0,0,1,0,1,1,0,0,19.5
23,2016,St Kilda,Brisbane Lions,1439.629189,1265.914987,0,0,0,0,1.05,0.920604379,St Kilda_2016,17,9,0,0,1,0,58,1,0,0,53.5
23,2016,Gold Coast,Port Adelaide,1287.956179,1460.090591,0,0,0,0,3.24,0.328182711,Gold Coast_2016,10,15,0,1,0,1,-23,0,0,0,-13.5
23,2016,North Melbourne,GWS Giants,1568.511006,1393.985009,0,0,0,0,2.85,0.33051241,North Melbourne_2016,4,8,0,1,0,1,-37,0,0,0,-15.5
23,2016,Sydney,Richmond,1722.188551,1473.366329,0,0,0,0,1.07,0.930100775,Sydney_2016,13,1,0,1,0,0,113,1,0,0,60.5
23,2016,Essendon,Carlton,1362.638745,1410.969231,0,0,0,1,3.43,0.286934891,Essendon_2016,14,18,0,1,0,0,24,1,0,1,-17.5
23,2016,Geelong,Melbourne,1749.416051,1259.657665,0,0,0,0,1.2,0.835233238,Geelong_2016,11,2,0,1,0,0,111,1,0,0,36.5
23,2016,Adelaide,West Coast,1603.712999,1617.979889,0,1,0,1,1.26,0.786877828,Adelaide_2016,6,5,1,0,0,1,-29,0,1,1,24.5
22,2016,Essendon,Western Bulldogs,1367.080046,1473.498718,0,0,0,0,10.64,0.127550135,Essendon_2016,7,18,0,0,1,0,-40,0,0,0,-42.5
22,2016,Brisbane Lions,Geelong,1267.793066,1747.537972,0,0,0,0,13.23,0.068919271,Brisbane Lions_2016,3,17,0,0,1,0,-60,0,0,0,-59.5
22,2016,Carlton,Melbourne,1408.003769,1262.623127,0,0,0,0,3.58,0.205944499,Carlton_2016,10,14,0,0,1,0,20,1,0,0,-26.5
22,2016,Port Adelaide,Adelaide,1462.601224,1601.202365,0,0,0,0,5.45,0.085769981,Port Adelaide_2016,2,11,0,1,0,1,-15,0,0,0,-44.5
22,2016,Collingwood,Gold Coast,1601.158411,1291.074078,0,0,0,0,1.33,0.799894257,Collingwood_2016,15,12,0,1,0,1,71,1,0,0,30.5
22,2016,GWS Giants,Fremantle,1383.926373,1522.050201,0,0,0,0,1.04,0.944299501,GWS Giants_2016,16,5,0,1,0,0,92,1,0,0,76.5
22,2016,Richmond,St Kilda,1476.285852,1436.709666,0,0,0,0,1.95,0.402590831,Richmond_2016,9,13,0,1,0,0,-9,0,0,0,-7.5
22,2016,North Melbourne,Sydney,1570.998697,1719.700861,0,0,0,0,3.35,0.255260379,North Melbourne_2016,1,8,0,1,0,0,-9,0,0,0,-18.5
22,2016,West Coast,Hawthorn,1613.156258,1794.599316,0,0,0,0,1.83,0.562131097,West Coast_2016,4,6,1,0,0,1,25,1,0,0,4.5
21,2016,Fremantle,Adelaide,1528.056335,1595.196231,0,0,0,0,7.33,0.111277945,Fremantle_2016,3,16,0,0,1,0,-72,0,0,0,-46.5
21,2016,Richmond,Geelong,1477.979883,1745.84394,0,0,0,0,5.01,0.157251942,Richmond_2016,4,13,0,0,1,0,-4,0,0,0,-35.5
21,2016,Essendon,Gold Coast,1365.163089,1292.991035,0,0,0,0,3.49,0.308143734,Essendon_2016,14,18,0,0,1,0,6,1,0,0,-17.5
21,2016,Port Adelaide,Melbourne,1469.557996,1255.666355,0,0,0,0,1.47,0.681109265,Port Adelaide_2016,9,11,0,1,0,1,-40,0,0,0,18.5
21,2016,St Kilda,Sydney,1440.167456,1716.243071,0,0,0,0,3.54,0.265754561,St Kilda_2016,2,10,0,1,0,1,-70,0,0,0,-16.5
21,2016,GWS Giants,West Coast,1383.926373,1613.156258,0,0,0,0,1.29,0.76290862,GWS Giants_2016,6,5,0,1,0,0,-1,0,0,0,28.5
21,2016,Hawthorn,North Melbourne,1791.15238,1574.445633,0,0,0,0,1.37,0.769852053,Hawthorn_2016,8,1,0,1,0,0,39,1,0,0,24.5
21,2016,Brisbane Lions,Carlton,1265.627038,1410.169797,0,0,0,0,2.89,0.288738561,Brisbane Lions_2016,15,17,0,1,0,0,4,1,0,0,-19.5
21,2016,Western Bulldogs,Collingwood,1473.498718,1601.158411,0,0,0,0,1.37,0.729127433,Western Bulldogs_2016,12,7,1,0,0,1,3,1,0,0,15.5
20,2016,Fremantle,West Coast,1533.02434,1608.188253,0,0,0,0,4.52,0.164766762,Fremantle_2016,6,16,0,0,1,0,-46,0,0,0,-35.5
20,2016,Geelong,Essendon,1743.29065,1367.716379,0,0,0,0,1.02,0.975818736,Geelong_2016,18,5,0,0,1,0,66,1,0,0,71.5
20,2016,Carlton,St Kilda,1416.86875,1433.468503,0,0,0,0,2.61,0.409765645,Carlton_2016,9,15,0,0,1,0,-71,0,0,0,-10.5
20,2016,Adelaide,Brisbane Lions,1592.450115,1268.373154,0,0,0,0,1.01,0.983870968,Adelaide_2016,17,3,0,1,0,1,138,1,0,0,84.5
20,2016,Western Bulldogs,North Melbourne,1470.424317,1577.520034,0,0,0,0,2.32,0.427866656,Western Bulldogs_2016,8,7,0,1,0,1,14,1,0,0,-7.5
20,2016,Gold Coast,GWS Giants,1294.8908,1382.026608,0,0,0,0,6.88,0.111738604,Gold Coast_2016,4,14,0,1,0,0,-8,0,0,0,-45.5
20,2016,Melbourne,Hawthorn,1248.469376,1798.349359,0,0,0,0,5.09,0.204999302,Melbourne_2016,1,11,0,1,0,0,29,1,0,0,-30.5
20,2016,Sydney,Port Adelaide,1712.44353,1473.357538,0,0,0,0,1.29,0.76290862,Sydney_2016,10,2,0,1,0,0,67,1,0,0,23.5
20,2016,Richmond,Collingwood,1474.854532,1604.283762,0,0,0,0,2.94,0.288738561,Richmond_2016,12,13,1,0,0,1,15,1,0,0,-21.5
19,2016,Adelaide,Essendon,1588.220715,1371.94578,0,0,0,0,1.01,0.975818736,Adelaide_2016,18,5,0,0,1,0,82,1,0,0,79.5
19,2016,Fremantle,Sydney,1537.97468,1707.493189,0,0,0,0,4.33,0.178935628,Fremantle_2016,3,16,0,0,1,0,-90,0,0,0,-26.5
19,2016,Melbourne,Gold Coast,1248.469376,1294.8908,0,0,0,0,1.2,0.836923258,Melbourne_2016,14,11,0,0,1,0,2,1,0,0,39.5
19,2016,Brisbane Lions,Port Adelaide,1272.993244,1468.737448,0,0,0,0,5.19,0.141904508,Brisbane Lions_2016,9,17,0,1,0,1,-94,0,0,0,-41.5
19,2016,North Melbourne,St Kilda,1574.147135,1436.841401,0,0,0,0,1.61,0.654761905,North Melbourne_2016,10,8,0,1,0,1,23,1,0,0,12.5
19,2016,Collingwood,West Coast,1600.781987,1611.690029,0,0,0,0,2.28,0.454315251,Collingwood_2016,6,12,0,1,0,0,19,1,0,0,-2.5
19,2016,Hawthorn,Carlton,1796.129445,1419.088665,0,0,0,0,1.07,0.896875328,Hawthorn_2016,15,1,0,1,0,0,19,1,0,0,41.5
19,2016,GWS Giants,Richmond,1372.383849,1484.497291,0,0,0,0,1.11,0.911680912,GWS Giants_2016,13,2,0,1,0,0,88,1,0,0,52.5
19,2016,Geelong,Western Bulldogs,1740.483974,1473.230993,0,0,0,1,1.34,0.782670146,Geelong_2016,7,4,1,0,0,1,25,1,0,1,24.5
18,2016,Port Adelaide,GWS Giants,1472.559463,1368.561834,0,0,0,0,2.73,0.440530058,Port Adelaide_2016,2,10,0,0,1,0,-19,0,0,0,-7.5
18,2016,Hawthorn,Richmond,1792.965234,1487.661501,0,0,0,0,1.13,0.834602254,Hawthorn_2016,13,1,0,0,1,0,70,1,0,0,35.5
18,2016,Essendon,Brisbane Lions,1377.600342,1267.338682,0,0,0,0,1.45,0.66948759,Essendon_2016,17,18,0,0,1,0,-37,0,0,0,15.5
18,2016,Geelong,Adelaide,1736.836793,1591.867895,0,0,0,0,1.59,0.497370082,Geelong_2016,6,4,0,1,0,1,30,1,0,0,2.5
18,2016,Western Bulldogs,St Kilda,1476.156645,1433.915749,0,0,0,0,1.31,0.711261439,Western Bulldogs_2016,9,7,0,1,0,1,-15,0,0,0,18.5
18,2016,West Coast,Melbourne,1610.098703,1250.060702,0,0,0,0,1.14,0.842171552,West Coast_2016,11,5,0,1,0,0,6,1,0,0,33.5
18,2016,Gold Coast,Fremantle,1289.756065,1543.109415,0,0,0,0,1.54,0.506542105,Gold Coast_2016,16,15,0,1,0,0,24,1,0,0,2.5
18,2016,Sydney,Carlton,1705.818457,1420.763397,0,0,0,0,1.06,0.924079066,Sydney_2016,14,3,0,1,0,0,6,1,0,0,48.5
18,2016,Collingwood,North Melbourne,1606.378001,1568.551121,0,0,0,0,2.36,0.47771836,Collingwood_2016,8,12,1,0,0,1,-40,0,0,0,-2.5
17,2016,Brisbane Lions,GWS Giants,1273.226204,1362.674312,0,0,0,0,9.88,0.111661351,Brisbane Lions_2016,4,17,0,0,1,0,-79,0,0,0,-44.5
17,2016,St Kilda,Melbourne,1430.211072,1253.765379,0,0,0,0,2.16,0.431524548,St Kilda_2016,11,10,0,0,1,0,36,1,0,0,-6.5
17,2016,Carlton,West Coast,1422.550343,1608.311757,0,0,0,0,5.01,0.150664864,Carlton_2016,6,14,0,0,1,0,-7,0,0,0,-33.5
17,2016,Adelaide,Collingwood,1587.259216,1610.986681,0,0,0,0,1.17,0.828592976,Adelaide_2016,12,2,0,1,0,1,28,1,0,0,37.5
17,2016,Western Bulldogs,Gold Coast,1472.097211,1293.815499,0,0,1,1,1.15,0.882161219,Western Bulldogs_2016,15,3,0,1,0,1,48,1,0,0,43.5
17,2016,North Melbourne,Port Adelaide,1573.630534,1467.48005,0,0,0,0,1.39,0.677603506,North Melbourne_2016,9,8,0,1,0,0,-28,0,0,0,18.5
17,2016,Richmond,Essendon,1484.554801,1380.707042,0,0,0,0,1.19,0.82991536,Richmond_2016,18,13,0,1,0,0,19,1,0,0,34.5
17,2016,Fremantle,Geelong,1545.931409,1734.014799,0,0,0,0,4.28,0.260299932,Fremantle_2016,7,16,1,0,0,1,-17,0,0,0,-19.5
17,2016,Sydney,Hawthorn,1707.722583,1791.061108,0,0,0,0,1.65,0.601830433,Sydney_2016,1,5,1,0,0,1,-5,0,0,0,9.5
16,2016,Essendon,St Kilda,1383.434084,1427.484031,0,0,0,0,6.17,0.141904508,Essendon_2016,12,18,0,0,1,0,-11,0,0,0,-40.5
16,2016,West Coast,North Melbourne,1603.989444,1577.952847,0,0,0,0,1.38,0.723968898,West Coast_2016,8,5,0,0,1,0,32,1,0,0,22.5
16,2016,Carlton,Adelaide,1427.130451,1582.679107,0,0,0,0,5.47,0.144081745,Carlton_2016,3,14,0,0,1,0,-60,0,0,0,-40.5
16,2016,Melbourne,Fremantle,1247.625232,1552.071556,0,0,0,0,1.42,0.632466577,Melbourne_2016,16,10,0,1,0,1,32,1,0,0,13.5
16,2016,Western Bulldogs,Richmond,1469.226884,1487.425128,0,0,0,0,1.22,0.822504708,Western Bulldogs_2016,13,4,0,1,0,1,10,1,0,0,35.5
16,2016,Gold Coast,Brisbane Lions,1289.87401,1277.167693,0,0,0,0,1.19,0.821064372,Gold Coast_2016,17,15,0,1,0,0,26,1,0,0,34.5
16,2016,GWS Giants,Collingwood,1365.796401,1607.864592,0,0,0,0,1.08,0.874727199,GWS Giants_2016,11,7,0,1,0,0,-32,0,0,0,46.5
16,2016,Geelong,Sydney,1739.166346,1702.571037,0,0,0,0,1.39,0.696881222,Geelong_2016,2,6,1,0,0,1,-38,0,0,0,19.5
16,2016,Port Adelaide,Hawthorn,1470.076138,1788.46502,0,0,0,0,2.29,0.441558442,Port Adelaide_2016,1,9,1,0,0,1,-22,0,0,0,-4.5
15,2016,Melbourne,Adelaide,1250.174839,1580.1295,0,0,0,0,3.32,0.249554206,Melbourne_2016,5,10,0,0,1,0,-22,0,0,0,-23.5
15,2016,Carlton,Collingwood,1429.556641,1605.438402,0,0,0,0,2.21,0.370326874,Carlton_2016,11,14,0,1,0,1,-12,0,0,0,-11.5
15,2016,Sydney,Western Bulldogs,1704.843217,1466.954704,0,0,0,0,1.36,0.692877007,Sydney_2016,6,4,0,1,0,0,-4,0,0,0,16.5
15,2016,Gold Coast,St Kilda,1283.389825,1433.968215,0,0,0,0,1.76,0.539276269,Gold Coast_2016,13,15,0,1,0,0,40,1,0,0,2.5
15,2016,Port Adelaide,Richmond,1464.987104,1492.514162,0,0,0,0,1.38,0.723968898,Port Adelaide_2016,12,9,1,0,0,1,38,1,0,0,20.5
15,2016,West Coast,Essendon,1599.762496,1387.661031,0,0,0,0,1.01,0.961716172,West Coast_2016,18,8,1,0,0,1,78,1,0,0,68.5
14,2016,Hawthorn,Gold Coast,1786.54716,1285.307685,0,0,0,0,1.03,0.920634921,Hawthorn_2016,16,1,0,0,1,0,26,1,0,0,51.5
14,2016,St Kilda,Geelong,1433.968215,1739.166346,0,0,0,0,5.71,0.163836861,St Kilda_2016,3,12,0,1,0,1,3,1,0,0,-36.5
14,2016,GWS Giants,Carlton,1358.577592,1436.77545,0,0,0,0,1.1,0.921752379,GWS Giants_2016,13,4,0,1,0,0,62,1,0,0,56.5
14,2016,Richmond,Brisbane Lions,1488.845091,1280.836764,0,0,0,1,1.09,0.920604379,Richmond_2016,17,11,0,1,0,0,42,1,0,1,57.5
14,2016,Collingwood,Fremantle,1600.17549,1557.334469,0,0,0,0,1.81,0.52228164,Collingwood_2016,15,14,1,0,0,1,48,1,0,0,2.5
14,2016,Adelaide,North Melbourne,1575.177139,1582.905208,0,0,0,0,1.36,0.764140109,Adelaide_2016,5,6,1,0,0,1,33,1,0,0,25.5
13,2016,Essendon,GWS Giants,1391.833287,1354.405336,0,0,0,0,19,0.069230769,Essendon_2016,5,18,0,0,1,0,-27,0,0,0,-64.5
13,2016,Sydney,Melbourne,1702.752433,1252.265622,0,0,0,0,1.26,0.794055501,Sydney_2016,10,2,0,0,1,0,55,1,0,0,28.5
13,2016,Western Bulldogs,Geelong,1470.442688,1735.678362,0,0,0,0,2.28,0.370326874,Western Bulldogs_2016,1,6,0,1,0,1,-57,0,0,0,-10.5
13,2016,Fremantle,Port Adelaide,1554.166715,1468.154857,0,0,0,0,2.2,0.378856804,Fremantle_2016,9,15,0,1,0,0,17,1,0,0,-11.5
13,2016,Brisbane Lions,West Coast,1283.837432,1596.761828,0,0,0,1,8.6,0.103191266,Brisbane Lions_2016,7,17,0,1,0,0,-49,0,0,1,-48.5
13,2016,North Melbourne,Hawthorn,1585.279627,1784.17274,0,0,0,0,2.65,0.277701778,North Melbourne_2016,4,3,1,0,0,1,-9,0,0,0,-23.5
12,2016,Melbourne,Collingwood,1243.592146,1608.848966,0,0,0,0,1.7,0.601830433,Melbourne_2016,14,10,0,0,0,0,46,1,0,0,7.5
12,2016,GWS Giants,Sydney,1346.446412,1710.711358,0,0,0,0,1.99,0.475085235,GWS Giants_2016,3,6,0,0,1,0,42,1,0,0,-2.5
12,2016,Richmond,Gold Coast,1486.055974,1288.096803,0,0,0,0,1.23,0.815183925,Richmond_2016,15,13,0,0,1,0,17,1,0,0,34.5
12,2016,St Kilda,Carlton,1429.42765,1441.316016,0,1,0,0,2.49,0.38316305,St Kilda_2016,11,12,0,0,1,0,32,1,1,0,-10.5
